url,no of dots,presence of hyphen,len of url,presence of at,presence of double slash,no of subdir,no of subdomain,len of domain,no of queries,is IP,presence of Suspicious_TLD,presence of suspicious domain,label
networkmedical.com.hk/defeating-innova-champion-discs-inc-raven/,0,0,64,0,0,2,0,0,0,0,0,0,1
docusign.net,0,0,12,0,0,0,0,0,0,0,0,0,0
utexas.edu,0,0,10,0,0,0,0,0,0,0,0,0,0
covesia.com,0,0,11,0,0,0,0,0,0,0,0,0,0
ynepb.gov.cn,0,0,12,0,0,0,0,0,0,0,0,0,0
koreanair.com,0,0,13,0,0,0,0,0,0,0,0,0,0
epizy.com,0,0,9,0,0,0,0,0,0,0,0,0,0
dontorrent.com,0,0,14,0,0,0,0,0,0,0,0,0,0
lee.tmall.com,0,0,13,0,0,0,1,0,0,0,0,0,0
tube8vidsycs.dnset.com/2013/girl-fucked-by-dog.avi.exe,0,0,54,0,0,2,1,0,0,0,0,0,1
yahoo.com,0,0,9,0,0,0,0,0,0,0,0,0,0
pnas.org,0,0,8,0,0,0,0,0,0,0,0,0,0
trafficgrowth.com/,0,0,18,0,0,1,0,0,0,0,0,0,1
ksl.com,0,0,7,0,0,0,0,0,0,0,0,0,0
cloud-office.co.kr,0,0,18,0,0,0,0,0,0,0,0,0,0
pelisplus.to,0,0,12,0,0,0,0,0,0,0,0,0,0
ministerio-publi.info/web/bo_01.php,0,0,35,0,0,2,0,0,0,0,0,0,1
idntimes.com,0,0,12,0,0,0,0,0,0,0,0,0,0
rlsnet.ru,0,0,9,0,0,0,0,0,0,0,0,0,0
azet.sk,0,0,7,0,0,0,0,0,0,0,0,0,0
protonmail.com,0,0,14,0,0,0,0,0,0,0,0,0,0
spiegel.de,0,0,10,0,0,0,0,0,0,0,0,0,0
bitdefender.com,0,0,15,0,0,0,0,0,0,0,0,0,0
indeed.com.mx,0,0,13,0,0,0,0,0,0,0,0,0,0
sbrf.ru,0,0,7,0,0,0,0,0,0,0,0,0,0
acuityscheduling.com,0,0,20,0,0,0,0,0,0,0,0,0,0
jio.com,0,0,7,0,0,0,0,0,0,0,0,0,0
geico.com,0,0,9,0,0,0,0,0,0,0,0,0,0
broadtech.co/HSBC_BANK_STORAGE/payment-document.html,0,0,52,0,0,2,0,0,0,0,0,0,1
topwar.ru,0,0,9,0,0,0,0,0,0,0,0,0,0
yaozs.com,0,0,9,0,0,0,0,0,0,0,0,0,0
onlineclock.net,0,0,15,0,0,0,0,0,0,0,0,0,0
sensorsdata.cn,0,0,14,0,0,0,0,0,0,0,0,0,0
venmo.com,0,0,9,0,0,0,0,0,0,0,0,0,0
euro.com.pl,0,0,11,0,0,0,0,0,0,0,0,0,0
businessinsider.jp,0,0,18,0,0,0,0,0,0,0,0,0,0
thebest.gr,0,0,10,0,0,0,0,0,0,0,0,0,0
zhizhen.com,0,0,11,0,0,0,0,0,0,0,0,0,0
daveramsey.com,0,0,14,0,0,0,0,0,0,0,0,0,0
woskj2.com,0,0,10,0,0,0,0,0,0,0,0,0,0
mydirtyhobby.com,0,0,16,0,0,0,0,0,0,0,0,0,0
iliad.it,0,0,8,0,0,0,0,0,0,0,0,0,0
bidvertiser.com,0,0,15,0,0,0,0,0,0,0,0,0,0
uj.ac.za,0,0,8,0,0,0,0,0,0,0,0,0,0
virgool.io,0,0,10,0,0,0,0,0,0,0,0,0,0
uhi.ac.uk,0,0,9,0,0,0,0,0,0,0,0,0,0
burbuja.info,0,0,12,0,0,0,0,0,0,0,0,0,0
pluralsight.com,0,0,15,0,0,0,0,0,0,0,0,0,0
jcyl.es,0,0,7,0,0,0,0,0,0,0,0,0,0
airbnb.mx,0,0,9,0,0,0,0,0,0,0,0,0,0
hqporner.com,0,0,12,0,0,0,0,0,0,0,0,0,0
nextdoor.com,0,0,12,0,0,0,0,0,0,0,0,0,0
syl.ru,0,0,6,0,0,0,0,0,0,0,0,0,0
mimecast.com,0,0,12,0,0,0,0,0,0,0,0,0,0
decathlon.es,0,0,12,0,0,0,0,0,0,0,0,0,0
punjab.gov.pk,0,0,13,0,0,0,0,0,0,0,0,0,0
gmu.edu,0,0,7,0,0,0,0,0,0,0,0,0,0
cookinglight.com,0,0,16,0,0,0,0,0,0,0,0,0,0
citizentv.co.ke,0,0,15,0,0,0,0,0,0,0,0,0,0
shopee.com.my,0,0,13,0,0,0,0,0,0,0,0,0,0
extreembilisim.com/themes/blue/panelServerCrypted.exe,0,0,53,0,0,3,0,0,0,0,0,0,1
kvbin.com,0,0,9,0,0,0,0,0,0,0,0,0,0
lbank.me,0,0,8,0,0,0,0,0,0,0,0,0,0
fourseasons.com,0,0,15,0,0,0,0,0,0,0,0,0,0
countryliving.com,0,0,17,0,0,0,0,0,0,0,0,0,0
getintopc.com,0,0,13,0,0,0,0,0,0,0,0,0,0
rbc.ru,0,0,6,0,0,0,0,0,0,0,0,0,0
kapwing.com,0,0,11,0,0,0,0,0,0,0,0,0,0
ryver.com,0,0,9,0,0,0,0,0,0,0,0,0,0
khan.co.kr,0,0,10,0,0,0,0,0,0,0,0,0,0
docplayer.ru,0,0,12,0,0,0,0,0,0,0,0,0,0
abb.com,0,0,7,0,0,0,0,0,0,0,0,0,0
movizland.online,0,0,16,0,0,0,0,0,0,0,0,0,0
punterforum.com,0,0,15,0,0,0,0,0,0,0,0,0,0
wvu.edu,0,0,7,0,0,0,0,0,0,0,0,0,0
cashbackmonitor.com,0,0,19,0,0,0,0,0,0,0,0,0,0
movie-blog.to,0,0,13,0,0,0,0,0,0,0,0,0,0
senado.leg.br,0,0,13,0,0,0,0,0,0,0,0,0,0
luckytidy.info,0,0,14,0,0,0,0,0,0,0,0,0,1
dl.downf468.com/n/3.0.26/2632028/AVS_Media_Player.exe=0D=0Ahttp:/download.multiinstall.com.br/a75e4b51a7dfadaa4b8a88436b76af41/Quadro_1600x1200.exe=,0,0,148,0,0,7,1,0,0,0,0,0,1
jojo-themes.net,0,0,15,0,0,0,0,0,0,0,0,0,0
thehindu.com,0,0,12,0,0,0,0,0,0,0,0,0,0
siemens.com,0,0,11,0,0,0,0,0,0,0,0,0,0
www.vivaimontina.com/,0,0,21,0,0,1,1,0,0,0,0,0,1
dp-medien.eu,0,0,12,0,0,0,0,0,0,0,0,0,1
zennioptical.com,0,0,16,0,0,0,0,0,0,0,0,0,0
netmeds.com,0,0,11,0,0,0,0,0,0,0,0,0,0
ugr.es,0,0,6,0,0,0,0,0,0,0,0,0,0
mellowads.com,0,0,13,0,0,0,0,0,0,0,0,0,0
guestinternet.com,0,0,17,0,0,0,0,0,0,0,0,0,0
lifepointspanel.com,0,0,19,0,0,0,0,0,0,0,0,0,0
junbi-tracker.com,0,0,17,0,0,0,0,0,0,0,0,0,0
www.eivamos.com/rimessaggio/carrelliconver.htm,0,0,46,0,0,2,1,0,0,0,0,0,1
zhanqi.tv,0,0,9,0,0,0,0,0,0,0,0,0,0
gazetaexpress.com,0,0,17,0,0,0,0,0,0,0,0,0,0
prefiles.com,0,0,12,0,0,0,0,0,0,0,0,0,0
glamurama.uol.com.br,0,0,20,0,0,0,1,0,0,0,0,0,0
hardwareluxx.de,0,0,15,0,0,0,0,0,0,0,0,0,0
mahindrainsurance.com/Informazioni/risposta_info_1103.zip,0,0,57,0,0,2,0,0,0,0,0,0,1
duga.jp,0,0,7,0,0,0,0,0,0,0,0,0,0
foxitsoftware.com,0,0,17,0,0,0,0,0,0,0,0,0,0
iamagameaddict.com,0,0,18,0,0,0,0,0,0,0,0,0,1
teprom.it/HSBC_BANK_STORAGE_DATA/secure-document.html,0,0,53,0,0,2,0,0,0,0,0,0,1
mci.ir,0,0,6,0,0,0,0,0,0,0,0,0,0
alza.cz,0,0,7,0,0,0,0,0,0,0,0,0,0
zdf.de,0,0,6,0,0,0,0,0,0,0,0,0,0
easyjet.com,0,0,11,0,0,0,0,0,0,0,0,0,0
mk.ru,0,0,5,0,0,0,0,0,0,0,0,0,0
dl.downf468.com/n/3.0.26.2/11853911/Adobe_PDF_Reader.exe=0D=0Ahttp:/dl.softpzivrubajjui.net/n/3.0.26.2/5565169/FLVMPlayer.exe=,0,0,126,0,0,9,1,0,0,0,0,0,1
blueletterbible.org,0,0,19,0,0,0,0,0,0,0,0,0,0
notizie.it,0,0,10,0,0,0,0,0,0,0,0,0,0
consumerreports.org,0,0,19,0,0,0,0,0,0,0,0,0,0
easybib.com,0,0,11,0,0,0,0,0,0,0,0,0,0
nttdocomo.co.jp,0,0,15,0,0,0,0,0,0,0,0,0,0
qmb.ir,0,0,6,0,0,0,0,0,0,0,0,0,0
vanguardia.com.mx,0,0,17,0,0,0,0,0,0,0,0,0,0
gfan.com,0,0,8,0,0,0,0,0,0,0,0,0,0
nate.com,0,0,8,0,0,0,0,0,0,0,0,0,0
fff.fr,0,0,6,0,0,0,0,0,0,0,0,0,0
tvzvezda.ru,0,0,11,0,0,0,0,0,0,0,0,0,0
tamindir.com,0,0,12,0,0,0,0,0,0,0,0,0,0
channelnewsasia.com,0,0,19,0,0,0,0,0,0,0,0,0,0
washington.edu,0,0,14,0,0,0,0,0,0,0,0,0,0
citibank.com,0,0,12,0,0,0,0,0,0,0,0,0,0
app.pho8.com/go.php?c=255&l=387&subid=21843049645,0,0,49,0,0,1,1,0,29,0,0,0,1
csu.edu.cn,0,0,10,0,0,0,0,0,0,0,0,0,0
ioanninatv.gr,0,0,13,0,0,0,0,0,0,0,0,0,0
metro.co.uk,0,0,11,0,0,0,0,0,0,0,0,0,0
tripadvisor.com.br,0,0,18,0,0,0,0,0,0,0,0,0,0
knoji.com,0,0,9,0,0,0,0,0,0,0,0,0,0
iauc.co.jp,0,0,10,0,0,0,0,0,0,0,0,0,0
tophat.com,0,0,10,0,0,0,0,0,0,0,0,0,0
confirmit.com,0,0,13,0,0,0,0,0,0,0,0,0,0
carwale.com,0,0,11,0,0,0,0,0,0,0,0,0,0
vidoza.net,0,0,10,0,0,0,0,0,0,0,0,0,0
lingualeo.com,0,0,13,0,0,0,0,0,0,0,0,0,0
drexel.edu,0,0,10,0,0,0,0,0,0,0,0,0,0
bravoporn.com,0,0,13,0,0,0,0,0,0,0,0,0,0
fajar.co.id,0,0,11,0,0,0,0,0,0,0,0,0,0
decografix.com/wp-content/uploads/2014/03/b41.exe,0,0,49,0,0,5,0,0,0,0,0,0,1
amazonaws.com,0,0,13,0,0,0,0,0,0,0,0,0,0
web-olymp.ru,0,0,12,0,0,0,0,0,0,0,0,0,1
wav.tv,0,0,6,0,0,0,0,0,0,0,0,0,0
olacabs.com,0,0,11,0,0,0,0,0,0,0,0,0,0
encyclopedia.com,0,0,16,0,0,0,0,0,0,0,0,0,0
ikon.mn,0,0,7,0,0,0,0,0,0,0,0,0,0
mytheresa.com,0,0,13,0,0,0,0,0,0,0,0,0,0
sketchup.com,0,0,12,0,0,0,0,0,0,0,0,0,0
ebay.ca,0,0,7,0,0,0,0,0,0,0,0,0,0
techjunkie.com,0,0,14,0,0,0,0,0,0,0,0,0,0
bl.uk,0,0,5,0,0,0,0,0,0,0,0,0,0
lunapic.com,0,0,11,0,0,0,0,0,0,0,0,0,0
matplotlib.org,0,0,14,0,0,0,0,0,0,0,0,0,0
mahidol.ac.th,0,0,13,0,0,0,0,0,0,0,0,0,0
thinkcentral.com,0,0,16,0,0,0,0,0,0,0,0,0,0
nbcnews.com,0,0,11,0,0,0,0,0,0,0,0,0,0
rutracker.net,0,0,13,0,0,0,0,0,0,0,0,0,0
xe.gr,0,0,5,0,0,0,0,0,0,0,0,0,0
doramasmp4.com,0,0,14,0,0,0,0,0,0,0,0,0,0
almesryoon.com,0,0,14,0,0,0,0,0,0,0,0,0,0
hdzog.com,0,0,9,0,0,0,0,0,0,0,0,0,0
mtu.edu,0,0,7,0,0,0,0,0,0,0,0,0,0
ewaybill.nic.in,0,0,15,0,0,0,0,0,0,0,0,0,0
uw.edu,0,0,6,0,0,0,0,0,0,0,0,0,0
booking.com,0,0,11,0,0,0,0,0,0,0,0,0,0
ulifestyle.com.hk,0,0,17,0,0,0,0,0,0,0,0,0,0
dimensionnail.ro/qydmsiazxq/fdoyqfddox.html,0,0,43,0,0,2,0,0,0,0,0,0,1
imss.gob.mx,0,0,11,0,0,0,0,0,0,0,0,0,0
lambingan.su,0,0,12,0,0,0,0,0,0,0,0,0,0
atlassian.com,0,0,13,0,0,0,0,0,0,0,0,0,0
jeansvixens.com,0,0,15,0,0,0,0,0,0,0,0,0,1
21csp.com.cn,0,0,12,0,0,0,0,0,0,0,0,0,0
aspireiq.com,0,0,12,0,0,0,0,0,0,0,0,0,0
sec.gov,0,0,7,0,0,0,0,0,0,0,0,0,0
bkex.vip,0,0,8,0,0,0,0,0,0,0,0,0,0
kotra.or.kr,0,0,11,0,0,0,0,0,0,0,0,0,0
91mobiles.com,0,0,13,0,0,0,0,0,0,0,0,0,0
marktplaats.nl,0,0,14,0,0,0,0,0,0,0,0,0,0
thewrap.com,0,0,11,0,0,0,0,0,0,0,0,0,0
overkillshop.com,0,0,16,0,0,0,0,0,0,0,0,0,0
avangate.com,0,0,12,0,0,0,0,0,0,0,0,0,0
cienradios.com,0,0,14,0,0,0,0,0,0,0,0,0,0
tum.de,0,0,6,0,0,0,0,0,0,0,0,0,0
esteri.it,0,0,9,0,0,0,0,0,0,0,0,0,0
emisoras.com.mx,0,0,15,0,0,0,0,0,0,0,0,0,0
pdftoword.com,0,0,13,0,0,0,0,0,0,0,0,0,0
avxhm.se,0,0,8,0,0,0,0,0,0,0,0,0,0
eurosport.com,0,0,13,0,0,0,0,0,0,0,0,0,0
izooto.com,0,0,10,0,0,0,0,0,0,0,0,0,0
probuilds.net,0,0,13,0,0,0,0,0,0,0,0,0,0
vccs.edu,0,0,8,0,0,0,0,0,0,0,0,0,0
iflyer.tv,0,0,9,0,0,0,0,0,0,0,0,0,0
paperlesspost.com,0,0,17,0,0,0,0,0,0,0,0,0,0
dentairemalin.com/images/report934875438jdfg8i45jg_07242014.exe,0,0,63,0,0,2,0,0,0,0,0,0,1
tandfonline.com,0,0,15,0,0,0,0,0,0,0,0,0,0
santander.com.ar,0,0,16,0,0,0,0,0,0,0,0,0,0
eleconomista.es,0,0,15,0,0,0,0,0,0,0,0,0,0
boardgamegeek.com,0,0,17,0,0,0,0,0,0,0,0,0,0
forbes.com,0,0,10,0,0,0,0,0,0,0,0,0,0
jpmorgan.com,0,0,12,0,0,0,0,0,0,0,0,0,0
javfinder.sh,0,0,12,0,0,0,0,0,0,0,0,0,0
jiosaavn.com,0,0,12,0,0,0,0,0,0,0,0,0,0
ren.tv,0,0,6,0,0,0,0,0,0,0,0,0,0
pg.com,0,0,6,0,0,0,0,0,0,0,0,0,0
www.scantanzania.com/bin/img/make.html,0,0,38,0,0,3,1,0,0,0,0,0,1
noa.al,0,0,6,0,0,0,0,0,0,0,0,0,0
which.co.uk,0,0,11,0,0,0,0,0,0,0,0,0,0
avidreaders.ru,0,0,14,0,0,0,0,0,0,0,0,0,0
mediamarkt.de,0,0,13,0,0,0,0,0,0,0,0,0,0
eternitymobiles.com/25/144.exe,0,0,30,0,0,2,0,0,0,0,0,0,1
maxmilhas.com.br,0,0,16,0,0,0,0,0,0,0,0,0,0
kompas.tv,0,0,9,0,0,0,0,0,0,0,0,0,0
chabad.org,0,0,10,0,0,0,0,0,0,0,0,0,0
tankionline.com,0,0,15,0,0,0,0,0,0,0,0,0,0
self-portrait-studio.com,0,0,24,0,0,0,0,0,0,0,0,0,0
epochconverter.com,0,0,18,0,0,0,0,0,0,0,0,0,0
efukt.com,0,0,9,0,0,0,0,0,0,0,0,0,0
itesm.mx,0,0,8,0,0,0,0,0,0,0,0,0,0
zaiko.io,0,0,8,0,0,0,0,0,0,0,0,0,0
www.two-of-us.at/images/m.exe,0,0,29,0,0,2,1,0,0,0,0,0,1
51cto.com,0,0,9,0,0,0,0,0,0,0,0,0,0
macrumors.com,0,0,13,0,0,0,0,0,0,0,0,0,0
mobalytics.gg,0,0,13,0,0,0,0,0,0,0,0,0,0
thesaltymarshmallow.com,0,0,23,0,0,0,0,0,0,0,0,0,0
yamada-denkiweb.com,0,0,19,0,0,0,0,0,0,0,0,0,0
hirufm.lk,0,0,9,0,0,0,0,0,0,0,0,0,0
multicarta.ru,0,0,13,0,0,0,0,0,0,0,0,0,0
wellbc6.website,0,0,15,0,0,0,0,0,0,0,0,0,0
tabnak.ir,0,0,9,0,0,0,0,0,0,0,0,0,0
timesgroup.com,0,0,14,0,0,0,0,0,0,0,0,0,0
wyborcza.pl,0,0,11,0,0,0,0,0,0,0,0,0,0
tube8vidsiww.ddns.name/2013/girl-fucked-by-dog.avi.exe,0,0,54,0,0,2,1,0,0,0,0,0,1
prom.ua,0,0,7,0,0,0,0,0,0,0,0,0,0
hukumonline.com,0,0,15,0,0,0,0,0,0,0,0,0,0
qataroilandgasdirectory.com,0,0,27,0,0,0,0,0,0,0,0,0,0
siren24.com,0,0,11,0,0,0,0,0,0,0,0,0,0
soros.departamentosejecutivos.cl/venak2.html,0,0,44,0,0,1,1,0,0,0,0,0,1
tlbb2.com,0,0,9,0,0,0,0,0,0,0,0,0,0
giga.de,0,0,7,0,0,0,0,0,0,0,0,0,0
deezer.com,0,0,10,0,0,0,0,0,0,0,0,0,0
publimetro.com.mx,0,0,17,0,0,0,0,0,0,0,0,0,0
gettyimages.com,0,0,15,0,0,0,0,0,0,0,0,0,0
powershow.com,0,0,13,0,0,0,0,0,0,0,0,0,0
srzb.com,0,0,8,0,0,0,0,0,0,0,0,0,0
rte.ie,0,0,6,0,0,0,0,0,0,0,0,0,0
proz.com,0,0,8,0,0,0,0,0,0,0,0,0,0
pcgames.de,0,0,10,0,0,0,0,0,0,0,0,0,0
iteye.com,0,0,9,0,0,0,0,0,0,0,0,0,0
lyricstranslate.com,0,0,19,0,0,0,0,0,0,0,0,0,0
cleverbridge.com,0,0,16,0,0,0,0,0,0,0,0,0,0
flickr.com,0,0,10,0,0,0,0,0,0,0,0,0,0
alihealth.tmall.com,0,0,19,0,0,0,1,0,0,0,0,0,0
utarget.ru,0,0,10,0,0,0,0,0,0,0,0,0,0
myscore.ru,0,0,10,0,0,0,0,0,0,0,0,0,0
smi2.ru,0,0,7,0,0,0,0,0,0,0,0,0,0
jisho.org,0,0,9,0,0,0,0,0,0,0,0,0,0
youporn.com,0,0,11,0,0,0,0,0,0,0,0,0,0
bluecutsystem.com/load3.exe,0,0,27,0,0,1,0,0,0,0,0,0,1
aade.gr,0,0,7,0,0,0,0,0,0,0,0,0,0
instamojo.com,0,0,13,0,0,0,0,0,0,0,0,0,0
kordramas.com,0,0,13,0,0,0,0,0,0,0,0,0,0
bankia.es,0,0,9,0,0,0,0,0,0,0,0,0,0
mediaworld.it,0,0,13,0,0,0,0,0,0,0,0,0,0
ifoodie.tw,0,0,10,0,0,0,0,0,0,0,0,0,0
skycn.com,0,0,9,0,0,0,0,0,0,0,0,0,0
adevarul.ro,0,0,11,0,0,0,0,0,0,0,0,0,0
hlavnespravy.sk,0,0,15,0,0,0,0,0,0,0,0,0,0
shein.com.mx,0,0,12,0,0,0,0,0,0,0,0,0,0
trafficadbar.com,0,0,16,0,0,0,0,0,0,0,0,0,0
sexalarab.com,0,0,13,0,0,0,0,0,0,0,0,0,0
dl.downf468.com/n/3.0.26.3/1033/poweriso.exe,0,0,44,0,0,4,1,0,0,0,0,0,1
oregonstate.edu,0,0,15,0,0,0,0,0,0,0,0,0,0
miamiherald.com,0,0,15,0,0,0,0,0,0,0,0,0,0
tv2.dk,0,0,6,0,0,0,0,0,0,0,0,0,0
silurian.cn/modules/mod_cmsfix/fix.php,0,0,38,0,0,3,0,0,0,0,0,0,1
wufoo.com,0,0,9,0,0,0,0,0,0,0,0,0,0
whatschrome.org,0,0,15,0,0,0,0,0,0,0,0,0,0
skribbl.io,0,0,10,0,0,0,0,0,0,0,0,0,0
flashscore.ro,0,0,13,0,0,0,0,0,0,0,0,0,0
traderjoes.com,0,0,14,0,0,0,0,0,0,0,0,0,0
135editor.com,0,0,13,0,0,0,0,0,0,0,0,0,0
tnaflix.com,0,0,11,0,0,0,0,0,0,0,0,0,0
vikaspedia.in,0,0,13,0,0,0,0,0,0,0,0,0,0
britishairways.com,0,0,18,0,0,0,0,0,0,0,0,0,0
canva.com,0,0,9,0,0,0,0,0,0,0,0,0,0
graivaik.com,0,0,12,0,0,0,0,0,0,0,0,0,0
yamaha.com,0,0,10,0,0,0,0,0,0,0,0,0,0
2548.cn,0,0,7,0,0,0,0,0,0,0,0,0,0
tubidy.io,0,0,9,0,0,0,0,0,0,0,0,0,0
bloggerstrafficcommunity.com,0,0,28,0,0,0,0,0,0,0,0,0,0
securitywebservices.com/JPPj4HhWXH.js,0,0,37,0,0,1,0,0,0,0,0,0,1
idpay.ir,0,0,8,0,0,0,0,0,0,0,0,0,0
albeu.com,0,0,9,0,0,0,0,0,0,0,0,0,0
shiftdelete.net,0,0,15,0,0,0,0,0,0,0,0,0,0
tek.no,0,0,6,0,0,0,0,0,0,0,0,0,0
literotica.com,0,0,14,0,0,0,0,0,0,0,0,0,0
cinnamylife.info,0,0,16,0,0,0,0,0,0,0,0,0,0
telangana.gov.in,0,0,16,0,0,0,0,0,0,0,0,0,0
dollarshaveclub.com,0,0,19,0,0,0,0,0,0,0,0,0,0
fbku.com/yeni/Porno-HD.exe,0,0,26,0,0,2,0,0,0,0,0,0,1
ascraftan.com,0,0,13,0,0,0,0,0,0,0,0,0,0
freetutorials.se,0,0,16,0,0,0,0,0,0,0,0,0,0
audioz.download,0,0,15,0,0,0,0,0,0,0,0,0,0
uestc.edu.cn,0,0,12,0,0,0,0,0,0,0,0,0,0
wuxiaworld.com,0,0,14,0,0,0,0,0,0,0,0,0,0
mediasvideo.world,0,0,17,0,0,0,0,0,0,0,0,0,0
directxex.com/uploads/39164388.ms.exe?dl=1,0,0,42,0,0,2,0,0,4,0,0,0,1
videohive.net,0,0,13,0,0,0,0,0,0,0,0,0,0
bitcoinptc.top,0,0,14,0,0,0,0,0,0,0,0,0,0
post.ir,0,0,7,0,0,0,0,0,0,0,0,0,0
makeshop.jp,0,0,11,0,0,0,0,0,0,0,0,0,0
mahindrainsurance.com/Informazioni/Conferma.zip,0,0,47,0,0,2,0,0,0,0,0,0,1
bulbagarden.net,0,0,15,0,0,0,0,0,0,0,0,0,0
thewinesteward.com/css/Document1704.exe,0,0,39,0,0,2,0,0,0,0,0,0,1
google.com.pr,0,0,13,0,0,0,0,0,0,0,0,0,0
sportsmansoutdoorsuperstore.com,0,0,31,0,0,0,0,0,0,0,0,0,0
elsalvador.com,0,0,14,0,0,0,0,0,0,0,0,0,0
macmillanhighered.com,0,0,21,0,0,0,0,0,0,0,0,0,0
nap.edu,0,0,7,0,0,0,0,0,0,0,0,0,0
netcoc.com,0,0,10,0,0,0,0,0,0,0,0,0,0
omnivox.ca,0,0,10,0,0,0,0,0,0,0,0,0,0
icon-library.net,0,0,16,0,0,0,0,0,0,0,0,0,0
slimxxxtubeull.dnset.com/2013/girl-fucked-by-dog.avi.exe,0,0,56,0,0,2,1,0,0,0,0,0,1
morganstanleyclientserv.com,0,0,27,0,0,0,0,0,0,0,0,0,0
osvita.ua,0,0,9,0,0,0,0,0,0,0,0,0,0
bastillepost.com,0,0,16,0,0,0,0,0,0,0,0,0,0
bd24live.com,0,0,12,0,0,0,0,0,0,0,0,0,0
mercadolibre.com.mx,0,0,19,0,0,0,0,0,0,0,0,0,0
todaysharing.com,0,0,16,0,0,0,0,0,0,0,0,0,0
studygolang.com,0,0,15,0,0,0,0,0,0,0,0,0,0
activision.com,0,0,14,0,0,0,0,0,0,0,0,0,0
tonkosti.ru,0,0,11,0,0,0,0,0,0,0,0,0,0
kulro.csheaven.com/dersyphalr/kyjorsoalt/rywoarsoaz/files/,0,0,58,0,0,5,1,0,0,0,0,0,1
cheapflights.com,0,0,16,0,0,0,0,0,0,0,0,0,0
photoscissors.com,0,0,17,0,0,0,0,0,0,0,0,0,0
pricebaba.com,0,0,13,0,0,0,0,0,0,0,0,0,0
mailerlite.com,0,0,14,0,0,0,0,0,0,0,0,0,0
directxex.com/uploads/214894250.pics.rar,0,0,40,0,0,2,0,0,0,0,0,0,1
anyanime.com,0,0,12,0,0,0,0,0,0,0,0,0,0
medium.com,0,0,10,0,0,0,0,0,0,0,0,0,0
farzand.net,0,0,11,0,0,0,0,0,0,0,0,0,0
elakiri.com,0,0,11,0,0,0,0,0,0,0,0,0,0
igraal.com,0,0,10,0,0,0,0,0,0,0,0,0,0
fuzoku-move.net,0,0,15,0,0,0,0,0,0,0,0,0,0
enet.com.cn,0,0,11,0,0,0,0,0,0,0,0,0,0
gxzpw.org,0,0,9,0,0,0,0,0,0,0,0,0,0
setare.com,0,0,10,0,0,0,0,0,0,0,0,0,0
hsbc.com.mx,0,0,11,0,0,0,0,0,0,0,0,0,0
unasp.br,0,0,8,0,0,0,0,0,0,0,0,0,0
linkedin.com,0,0,12,0,0,0,0,0,0,0,0,0,0
dolartoday.com,0,0,14,0,0,0,0,0,0,0,0,0,0
knet.cn,0,0,7,0,0,0,0,0,0,0,0,0,0
coingecko.com,0,0,13,0,0,0,0,0,0,0,0,0,0
cultureamp.com,0,0,14,0,0,0,0,0,0,0,0,0,0
seznam.cz,0,0,9,0,0,0,0,0,0,0,0,0,0
fujitsu.com,0,0,11,0,0,0,0,0,0,0,0,0,0
tradingview.com,0,0,15,0,0,0,0,0,0,0,0,0,0
dl.downf468.com/n/3.0.25/12023961/Microsoft+Hesap+Makinesi++.exe,0,0,64,0,0,4,1,0,0,0,0,0,1
yr.no,0,0,5,0,0,0,0,0,0,0,0,0,0
igroo.barginginfrance.net/ogroatashy/osynoonsax/ydumtixivy/files/,0,0,65,0,0,5,1,0,0,0,0,0,1
malaysiagazette.com,0,0,19,0,0,0,0,0,0,0,0,0,0
www.fotoidea.com/sport/4x4_san_ponso/slides/IMG_0119.html,0,0,57,0,0,4,1,0,0,0,0,0,1
wwe.com,0,0,7,0,0,0,0,0,0,0,0,0,0
hellosehat.com,0,0,14,0,0,0,0,0,0,0,0,0,0
neea.cn,0,0,7,0,0,0,0,0,0,0,0,0,0
livecareer.com,0,0,14,0,0,0,0,0,0,0,0,0,0
club-k.net,0,0,10,0,0,0,0,0,0,0,0,0,0
adf.ly,0,0,6,0,0,0,0,0,0,0,0,0,0
columbia.edu,0,0,12,0,0,0,0,0,0,0,0,0,0
pride-u-bike.com/byzapimoto/,0,0,28,0,0,2,0,0,0,0,0,0,1
day.az,0,0,6,0,0,0,0,0,0,0,0,0,0
diaryofagameaddict.com,0,0,22,0,0,0,0,0,0,0,0,0,1
e-derslik.edu.az,0,0,16,0,0,0,0,0,0,0,0,0,0
riau24.com,0,0,10,0,0,0,0,0,0,0,0,0,0
scut.edu.cn,0,0,11,0,0,0,0,0,0,0,0,0,0
pdfresizer.com,0,0,14,0,0,0,0,0,0,0,0,0,0
bitrix24.com,0,0,12,0,0,0,0,0,0,0,0,0,0
edukasyon.ph,0,0,12,0,0,0,0,0,0,0,0,0,0
deref-gmx.net,0,0,13,0,0,0,0,0,0,0,0,0,0
almstba.tv,0,0,10,0,0,0,0,0,0,0,0,0,0
dl.downf468.com/n/3.0.26.3/6654650/alzip.exe,0,0,44,0,0,4,1,0,0,0,0,0,1
expresstabloid.ba,0,0,17,0,0,0,0,0,0,0,0,0,0
pornhub.com,0,0,11,0,0,0,0,0,0,0,0,0,0
educity.cn,0,0,10,0,0,0,0,0,0,0,0,0,0
nationalgeographic.org,0,0,22,0,0,0,0,0,0,0,0,0,0
axisbank.co.in,0,0,14,0,0,0,0,0,0,0,0,0,0
huffpost.com,0,0,12,0,0,0,0,0,0,0,0,0,0
united.com,0,0,10,0,0,0,0,0,0,0,0,0,0
